Name,Nickname,Date,Message
Romeo Van Snick,romeovs,2024-05-01 16:22:11+00:00,"Combine columns (#42021)

* [MLv2] Add `preview-expression` to eval an expression on sample data

This is needed to show the previews in the UX for the combining columns
epic #39977.

Fixes #39979.

* [MBQL lib] Add ""Combine columns"" drill-thru

This is following the original plan of using a drill for this. It's hard
to combine that with the ""preview"" functionality.

See [thread](https://metaboat.slack.com/archives/C06P22KS4JH/p1712264174056569)
for discussion of how we might approach that issue.

Fixes #39978.

* [MBQL lib] Add ""Combine columns"" drill-thru

This is following the original plan of using a drill for this. It's hard
to combine that with the ""preview"" functionality.

See [thread](https://metaboat.slack.com/archives/C06P22KS4JH/p1712264174056569)
for discussion of how we might approach that issue.

Fixes #39978.

* [MLv2] Add `preview-expression` to eval an expression on sample data

This is needed to show the previews in the UX for the combining columns
epic #39977.

Fixes #39979.

* [MLv2] Add `preview-expression` to eval an expression on sample data

This is needed to show the previews in the UX for the combining columns
epic #39977.

Fixes #39979.

* Revert ""Merge branch 'mblib-preview-expressions' into combine-columns""

This reverts commit dac17f84aaae09906a206106290f7f58dea659bd, reversing
changes made to 2934fab19db495ca8104801d41bc8aba457e401f.

* Revert ""Merge branch 'mblib-preview-expressions' into combine-columns""

This reverts commit 2934fab19db495ca8104801d41bc8aba457e401f, reversing
changes made to 6a43c22e78fb616c7ac0b024811b2989a1ae0f20.

* Revert ""Merge branch 'mblib-preview-expressions' into combine-columns""

This reverts commit 6a43c22e78fb616c7ac0b024811b2989a1ae0f20, reversing
changes made to 2257333a8ae69f0c9a6f6fdf0c8f5d837263f97a.

* [FE] ""Combine columns"" drill thru (#40082)

* Type Section['icon'] properly, including the hack for summarize section

* Add combine columns section

* Add types for combine columns drill

* Add combine columns drill component stub

* Mock combine columns drill

* Add component stub

* Encapsulate typing hacks

* Extract CombineColumnsDrill

* Extract ColumnAndSeparatorRow

* Improve naming, add button to edit separators

* Translate string

* Improve styling

* Separator input

* Handle removing columns

* Rename lib.ts to utils.ts

* Implement onSubmit

* Add getNextColumnAndSeparator

* Use form for a11y

* Handle vertical overflow

* Handle horizontal overflow

* Extract formatSeparator

* Use proper translations

* Adjust min/max sizes

* Fix scrollbar being unnecessarily shown

* Display source column name

* Avoid serializing the entire column and putting it into DOM

* Use module.css extension

* Format code

* Improve a11y

* Mock combineColumnsDrillExpression and previewExpression

* Add Preview component

* Move preview logic to Preview component

* Style Preview

* Format code

* Move styles to CSS modules

* Update UI to latest designs
- move ""Add another column"" button
- remove ""Separated by X"" button
- always show separator inputs

* Remove displayInfo mock

* Add asReturned

* Update CombineColumnsDrillThruInfo

* Integrate new way of working with combine columns drill

* Fix generating expression names

* Integrate drill with click actions

* Integrate new preview workflow

* Revert ""Update UI to latest designs""

This reverts commit cda039dffe9d452c0866f63800e2e887a540fe67.

* Use previewExpression interface correctly

* Use new preview_expression API

* Make sure columns are created with original query and stage index

* Extract usePreview and handle preview errors

* Update popover title

* Move add column button

* Fix outline being cut off

* Style preview label as per design

* Format empty separator

* Make preview scrollable

* Use project convention

* Simplify ScrollArea usage

* Use ScrollArea in CombineColumnsDrill

* Update comment

* Remove Lib.previewExpression

* Clean up the preview after removing Lib.previewExpression

* Implement getPreview

* Change default column preview to 'text'

* Remove usePreview hook which is no longer in use

* Rename Preview to Example

* Use different placeholder for separator input

* Add whitespace placeholder

* Add ColumnPicker boilerplate

* Export Input

* Use QueryColumnPicker for ColumnPicker

* Pass width to AccordionList

* Add sequences popover events with tippy

* Remove unused ColumnOption helpers

* Add testid to Example

* Add e2e test for combine column in header

* Select content of separator input on focus

* Reduce padding on example

* Add monospace variant to Text

* Use monospace variant in Example

* Use monospace font in textinput

* Match faux-select label styles to our TextInput label styles

* Add missing color

* Remove !important

* Use pre whitespace so consecutive spaces show up

* Remove empty default

* Add example for boolean

* Remove !important

* Use should.have text over contain

---------

Co-authored-by: Romeo Van Snick <romeo@romeovansnick.be>

* Remove duplicated code

* Export useMantineTheme from metabase/ui

* Use useMantineTheme instead of reading theme directly

* Remove setTimeout in popover

* Use plain t instead of jt

* Move Popover dropdown sequence hack to metabase/ui

---------

Co-authored-by: Braden Shepherdson <braden@metabase.com>
Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>"
lbrdnk,lbrdnk,2024-05-01 15:14:00+00:00,"Add string like filtering capabilities to filter widget (#42065)

* Add string like filtering capabilities to filter widget

* Address the review suggestions

* Add e2e test

* Address review suggestions

* Update mongo e2e test id so it hopefully corresponds to CI data

* Update e2e test to use id gathered from actual data

* Expand and improve the E2E reproduction

* Explicitly reference the underlying issues we're reproducing

* Update frontend/src/metabase/querying/components/FilterPicker/FilterPickerBody/FilterPickerBody.tsx

Co-authored-by: Nemanja Glumac <31325167+nemanjaglumac@users.noreply.github.com>

* Fix parens

---------

Co-authored-by: Nemanja <31325167+nemanjaglumac@users.noreply.github.com>"
Braden Shepherdson,bshepherdson,2024-05-01 12:53:03+00:00,"[QP, lib] Allow multiple arguments to `:contains`, `:starts-with`, etc. (#41958)

These string matching clauses only allowed two arguments previously.
Typically `[:contains field x]` to match a field against a literal.

This adds similar desugaring for `:contains`, `:does-not-contain`,
`:starts-with` and `:ends-with` that is currently done for
multi-argument `:=` and `:!=`:

```clojure
[:contains field x y z] ;; ->
[:or [:contains field x] [:contains field y] [:contains field z]]

[:does-not-contain field x y z] ;; ->
[:and [:does-not-contain field x]
      [:does-not-contain field y]
      [:does-not-contain field z]]
```"
Anton Kulyk,kulyk,2024-05-01 10:35:23+00:00,Fix flaky dashboard repro tests (issue 39863) (#42046)
Anton Kulyk,kulyk,2024-05-01 10:26:28+00:00,Fix flaky dashboard subscription test (#42051)
Romeo Van Snick,romeovs,2024-05-01 08:59:26+00:00,"Notebook text extraction shortcut (#41578)

* Add shortcuts to suggestions

* Add shortcuts group

* Add split icon

* Start implementing extract column modal

* Pass alwaysExpanded from prop to accordion items

* Allow disabling search on QueryColumnPicker

* Only render columns that support extraction

* Add columnExtractions helper to Lib

* WIP

* Add examples for column extraction

* Use Lib.columnExtractions to create extraction picker

* WIP: Create clause from extraction

* Use mb- prefix in color

* Add extract wrapper

* Use updated column extraction types

* WIP: extract clause

* Use JSDoc for todo

* Handle extract column submit in expression editor

* Set name based on extract expression

* Suffix column displayNames to avoid conflicts

* Rename combine test to disambiguate it from extract test

* Add e2e test for column extractions

* Correctly render button as button

* Add tests for email extractions

* Use correct font in expression button

* Remove error when selecting an extraction

* Use last expression

* Use handleExpressionChange

* Add tests for url extractions

* Rename to lastExpression

* Add issue link to the todo

* Move Button into ExtractColumn

* Use unstyled button for ExtractColumnButton"
lbrdnk,lbrdnk,2024-05-01 08:07:06+00:00,Add cancelation exception for vertica (#42047)
Ngoc Khuat,qnkhuat,2024-05-01 07:34:17+00:00,Capture card's last_used_at (#41006)
Cam Saul,camsaul,2024-05-01 03:24:17+00:00,"Fix Snowflake/Redshift filtering on date for timestamp with time zone columns (#41864)

* Fix Snowflake filtering on date for `timestamp with time zone` columns

* Snowflake should just generate raw SQL for literals

* Go ahead and fix other Snowflake stuff and reenable a bunch of disabled tests

* Snowflake test fixes :wrench:

* Minor test improvements

* Fix Redshift and Vertica as well.

* Address PR feedback"
Cam Saul,camsaul,2024-05-01 00:49:34+00:00,Add kondo hook so LSP can jump to driver definition (#41856)
Noah Moss,noahmoss,2024-04-30 21:24:24+00:00,Add docs link to perms email (#42004)
Alex Yarosh,alexyarosh,2024-04-30 21:08:58+00:00,"[docs] Update the slack channel settings (#42071)

* update the option name

* Update docs/configuring-metabase/slack.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Alex Yarosh,alexyarosh,2024-04-30 21:07:10+00:00,note about default users (#42067)
Nemanja Glumac,nemanjaglumac,2024-04-30 20:05:44+00:00,Remove unused endpoint reference from the `services.js` (#42040)
Uladzimir Havenchyk,uladzimirdev,2024-04-30 18:33:46+00:00,Update codecov github action (#42034)
